Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 36_level_0
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
641,Sandry,br BRA,LT,Santos,20,2002,5,2,190,21,0,0,0,0,0,0,2,0,00,00,01,0.1,0,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidas
642,Alex Santana,br BRA,LT,Ath Paranaense,27,1995,21,9,1002,111,3,0,3,3,0,0,6,1,12,12,02,1.3,20,46,17,0.27,0.00,0.27,0.27,0.27,0.10,0.01,0.12,0.10,0.12,Partidas
643,Santos,br BRA,G,Flamengo,32,1990,6,5,490,54,0,0,0,0,0,0,0,0,00,00,00,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
644,Ademir Santos,br BRA,"AT,LT",Bahia,27,1995,33,19,1740,193,6,1,7,6,0,0,6,0,81,81,21,10.2,83,74,182,0.31,0.05,0.36,0.31,0.36,0.42,0.11,0.53,0.42,0.53,Partidas
645,Allyson Aires dos Santos,br BRA,ZG,Cuiabá,32,1990,16,14,1133,126,0,0,0,0,0,0,1,0,04,04,00,0.4,5,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
646,Andrey Santos,br BRA,LT,Vasco da Gama,18,2004,6,6,421,47,1,0,1,1,0,0,3,0,12,12,01,1.3,4,14,12,0.21,0.00,0.21,0.21,0.21,0.26,0.02,0.28,0.26,0.28,Partidas
647,Bruno Araújo dos Santos,br BRA,ZG,Goiás,29,1993,8,4,454,50,0,0,0,0,0,0,3,0,01,01,02,0.3,4,20,14,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidas
648,Eduardo Santos,br BRA,ZG,Bragantino,25,1997,13,11,1020,113,1,0,1,1,0,0,2,0,09,09,00,1.0,11,38,2,0.09,0.00,0.09,0.09,0.09,0.08,0.00,0.09,0.08,0.09,Partidas
649,Fábio Santos,br BRA,ZG,Corinthians,37,1985,25,20,1673,186,4,1,5,0,4,5,7,0,40,01,04,0.5,24,81,59,0.22,0.05,0.27,0.00,0.05,0.22,0.02,0.24,0.01,0.03,Partidas
650,Juan Santos,br BRA,AT,São Paulo,20,2002,27,13,1279,142,1,1,2,1,0,0,2,0,27,27,20,4.7,32,25,124,0.07,0.07,0.14,0.07,0.14,0.19,0.14,0.33,0.19,0.33,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
651,Júnior Santos,br BRA,AT,Botafogo (RJ),28,1994,37,30,2163,240,7,1,8,7,0,0,2,0,66,66,23,8.9,121,48,207,0.29,0.04,0.33,0.29,0.33,0.28,0.09,0.37,0.28,0.37,Partidas
652,Kauan Santos,br BRA,AT,Palmeiras,18,2004,1,0,2,00,0,0,0,0,0,0,0,0,00,00,00,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.75,1.75,1.75,Partidas
653,Luis Eduardo Marques dos Santos,br BRA,ZG,Fortaleza,25,1997,7,4,385,43,0,0,0,0,0,0,1,0,00,00,03,0.3,5,10,25,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Partidas
654,Matheus Santos,br BRA,"AT,LT",Goiás,24,1998,7,1,195,22,0,0,0,0,0,0,1,0,02,02,00,0.2,6,7,18,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11,Partidas
655,Pedrinho Santos,br BRA,"AT,LT",Corinthians,16,2006,15,7,618,69,1,0,1,1,0,0,1,0,11,11,02,1.3,26,21,52,0.15,0.00,0.15,0.15,0.15,0.16,0.03,0.19,0.16,0.19,Partidas
656,Renzo Saravia,ar ARG,ZG,Atlético Mineiro,29,1993,26,20,1708,190,0,2,2,0,0,0,8,1,05,05,09,1.4,40,75,66,0.00,0.11,0.11,0.00,0.11,0.03,0.05,0.08,0.03,0.08,Partidas
657,Eduardo Sasha,br BRA,"AT,LT",Bragantino,30,1992,33,31,2229,248,11,3,14,8,3,3,3,0,114,90,43,13.3,23,82,141,0.44,0.12,0.57,0.32,0.44,0.46,0.17,0.63,0.37,0.54,Partidas
658,Lucas Sasha,br BRA,LT,Fortaleza,32,1990,19,10,1016,113,0,1,1,0,0,0,3,0,06,06,03,1.0,7,60,16,0.00,0.09,0.09,0.00,0.09,0.05,0.03,0.08,0.05,0.08,Partidas
659,Gustavo Sauer,br BRA,"AT,LT",Botafogo (RJ),29,1993,6,4,258,29,2,1,3,2,0,0,0,0,02,02,04,0.7,5,13,18,0.70,0.35,1.05,0.70,1.05,0.09,0.15,0.24,0.09,0.24,Partidas
660,Cleiton Schwengber,br BRA,G,Bragantino,25,1997,33,33,2970,330,0,0,0,0,0,0,7,1,01,01,00,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
661,Luis Segovia,ec ECU,ZG,Botafogo (RJ),25,1997,2,1,95,11,0,0,0,0,0,0,1,0,00,00,00,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
662,Matias Segovia,py PAR,AT,Botafogo (RJ),20,2003,21,2,651,72,0,1,1,0,0,0,2,0,09,09,15,2.4,43,33,74,0.00,0.14,0.14,0.00,0.14,0.12,0.21,0.33,0.12,0.33,Partidas
663,Sidimar,br BRA,ZG,Goiás,30,1992,18,12,1007,112,0,0,0,0,0,0,2,0,07,07,02,0.9,1,20,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08,Partidas
664,Aderlan Silva,br BRA,ZG,Bragantino,32,1990,22,17,1421,158,0,2,2,0,0,0,6,1,04,04,12,1.6,23,84,41,0.00,0.13,0.13,0.00,0.13,0.02,0.08,0.10,0.02,0.10,Partidas
665,Gabriel Silva,br BRA,"AT,LT",Coritiba,20,2002,4,1,91,10,0,0,0,0,0,0,0,0,01,01,00,0.1,2,2,7,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Partidas
666,Lucas Silva,br BRA,LT,Cruzeiro,29,1993,20,18,1473,164,0,2,2,0,0,0,3,0,09,09,20,2.9,31,127,40,0.00,0.12,0.12,0.00,0.12,0.05,0.12,0.18,0.05,0.18,Partidas
667,Lucas Silva,br BRA,LT,Grêmio,29,1993,4,3,222,25,0,0,0,0,0,0,0,0,00,00,00,0.0,3,14,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
668,Nathan Silva,br BRA,ZG,Atlético Mineiro,25,1997,4,4,360,40,0,0,0,0,0,0,1,0,01,01,03,0.5,4,15,1,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Partidas
669,Ricardo Silva,br BRA,ZG,América (MG),30,1992,20,18,1610,179,1,0,1,1,0,0,3,0,07,07,01,0.7,10,44,1,0.06,0.00,0.06,0.06,0.06,0.04,0.00,0.04,0.04,0.04,Partidas
670,Wellington Silva,br BRA,AT,Cuiabá,30,1993,29,13,1336,148,1,2,3,1,0,0,1,0,10,10,27,3.6,64,49,109,0.07,0.13,0.20,0.07,0.20,0.06,0.18,0.24,0.06,0.24,Partidas
671,Maximiliano Silvera,uy URU,"LT,AT",Santos,25,1997,12,3,448,50,1,1,2,1,0,0,0,0,25,25,03,2.9,10,10,36,0.20,0.20,0.40,0.20,0.40,0.51,0.06,0.57,0.51,0.57,Partidas
672,Simioni,br BRA,LT,Goiás,19,2003,1,0,45,05,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
673,Jailson Siqueira,br BRA,"LT,ZG",Palmeiras,27,1995,8,1,163,18,0,1,1,0,0,0,0,0,04,04,03,0.6,0,6,3,0.00,0.55,0.55,0.00,0.55,0.20,0.15,0.36,0.20,0.36,Partidas
674,Islam Slimani,dz ALG,AT,Coritiba,34,1988,11,10,817,91,3,2,5,3,0,0,2,1,22,22,13,3.5,3,12,40,0.33,0.22,0.55,0.33,0.55,0.24,0.14,0.39,0.24,0.39,Partidas
675,Everton Soares,br BRA,"AT,LT",Flamengo,26,1996,33,21,1741,193,4,5,9,4,0,0,0,0,33,33,37,7.0,85,75,217,0.21,0.26,0.47,0.21,0.47,0.17,0.19,0.36,0.17,0.36,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
676,Tiquinho Soares,br BRA,AT,Botafogo (RJ),32,1991,33,30,2436,271,17,4,21,12,5,7,10,0,131,76,27,10.3,25,52,152,0.63,0.15,0.78,0.44,0.59,0.49,0.10,0.58,0.28,0.38,Partidas
677,Fernando Sobral,br BRA,LT,Cuiabá,28,1994,33,21,1903,211,2,2,4,2,0,0,7,0,16,16,14,3.0,55,103,76,0.09,0.09,0.19,0.09,0.19,0.08,0.07,0.14,0.08,0.14,Partidas
678,Yeferson Soteldo,ve VEN,"AT,LT",Santos,25,1997,22,17,1556,173,1,6,7,1,0,0,5,2,20,20,57,7.7,120,77,157,0.06,0.35,0.40,0.06,0.40,0.12,0.33,0.44,0.12,0.44,Partidas
679,Yago Souza,br BRA,LT,América (MG),16,2006,1,0,15,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
680,Everaldo Stum,br BRA,AT,Bahia,31,1991,33,25,2178,242,9,1,10,7,2,2,6,0,68,52,25,7.7,36,56,138,0.37,0.04,0.41,0.29,0.33,0.28,0.10,0.38,0.21,0.32,Partidas
681,Luis Suárez,uy URU,AT,Grêmio,36,1987,33,33,2877,320,17,11,28,16,1,2,8,0,138,122,60,18.2,36,107,300,0.53,0.34,0.88,0.50,0.84,0.43,0.19,0.62,0.38,0.57,Partidas
682,Bruno Tabata,br BRA,"LT,AT",Palmeiras,25,1997,5,1,124,14,0,0,0,0,0,0,0,0,04,04,01,0.5,6,11,19,0.00,0.00,0.00,0.00,0.00,0.28,0.05,0.33,0.28,0.33,Partidas
683,Tadeu,br BRA,G,Goiás,30,1992,35,35,3150,350,0,1,1,0,0,0,1,0,00,00,03,0.3,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Partidas
684,Talisson,br BRA,AT,Bragantino,20,2002,7,1,151,17,3,0,3,3,0,0,0,0,13,13,00,1.3,9,5,11,1.79,0.00,1.79,1.79,1.79,0.78,0.00,0.78,0.78,0.78,Partidas
685,Tchê Tchê,br BRA,"LT,ZG",Botafogo (RJ),30,1992,36,32,2658,295,2,5,7,2,0,0,8,0,19,19,35,5.4,45,168,65,0.07,0.17,0.24,0.07,0.24,0.06,0.12,0.18,0.06,0.18,Partidas
686,Alex Teixeira,br BRA,"AT,LT",Vasco da Gama,33,1990,22,13,1131,126,1,3,4,1,0,0,1,0,31,31,16,4.7,27,28,59,0.08,0.24,0.32,0.08,0.32,0.25,0.13,0.37,0.25,0.37,Partidas
687,David Terans,uy URU,"LT,AT",Ath Paranaense,28,1994,9,5,393,44,0,0,0,0,0,0,1,0,09,09,03,1.2,5,12,32,0.00,0.00,0.00,0.00,0.00,0.20,0.08,0.28,0.20,0.28,Partidas
688,Miguel Terceros,bo BOL,"LT,AT",Santos,18,2004,2,0,34,04,0,0,0,0,0,0,0,0,00,00,01,0.2,1,1,0,0.00,0.00,0.00,0.00,0.00,0.06,0.34,0.40,0.06,0.40,Partidas
689,Thaciano,br BRA,"LT,AT",Bahia,27,1995,35,35,2887,321,6,6,12,4,2,2,4,0,94,78,24,10.2,31,112,125,0.19,0.19,0.37,0.12,0.31,0.29,0.07,0.37,0.24,0.32,Partidas
690,Thiago,br BRA,"AT,LT",Ath Paranaense,22,2000,10,2,224,25,0,0,0,0,0,0,1,0,02,02,01,0.3,4,6,17,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Partidas
691,Guilherme Tinga,br BRA,ZG,Fortaleza,29,1993,31,29,2583,287,1,0,1,1,0,0,0,0,20,20,18,3.8,50,119,117,0.03,0.00,0.03,0.03,0.03,0.07,0.06,0.13,0.07,0.13,Partidas
692,Titi,br BRA,ZG,Fortaleza,34,1988,32,32,2846,316,0,1,1,0,0,0,11,0,03,03,04,0.6,17,106,2,0.00,0.03,0.03,0.00,0.03,0.01,0.01,0.02,0.01,0.02,Partidas
693,Stênio Toledo,br BRA,"AT,LT",Cruzeiro,19,2003,13,2,292,32,0,0,0,0,0,0,0,0,10,10,04,1.4,13,7,44,0.00,0.00,0.00,0.00,0.00,0.31,0.13,0.44,0.31,0.44,Partidas
694,Uendel,br BRA,ZG,Cuiabá,34,1988,9,4,358,40,0,0,0,0,0,0,1,0,00,00,00,0.0,6,8,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
695,Júnior Urso,br BRA,LT,Coritiba,33,1989,6,2,298,33,0,0,0,0,0,0,2,0,03,03,01,0.4,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.13,0.09,0.13,Partidas
696,Bruno Uvini,br BRA,ZG,Grêmio,31,1991,20,16,1448,161,1,0,1,1,0,0,4,0,08,08,07,1.5,3,39,1,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Partidas
697,Enner Valencia,ec ECU,AT,Internacional,33,1989,22,18,1442,160,9,1,10,8,1,2,4,0,90,73,10,8.3,44,16,147,0.56,0.06,0.62,0.50,0.56,0.56,0.06,0.63,0.46,0.52,Partidas
698,Vanderlan,br BRA,ZG,Palmeiras,20,2002,14,9,909,101,0,2,2,0,0,0,5,0,03,03,13,1.6,20,21,61,0.00,0.20,0.20,0.00,0.20,0.03,0.13,0.16,0.03,0.16,Partidas
699,Rodrigo Varanda,br BRA,"AT,LT",América (MG),20,2003,12,4,516,57,2,1,3,2,0,0,1,0,16,16,12,2.8,18,20,40,0.35,0.17,0.52,0.35,0.52,0.28,0.21,0.49,0.28,0.49,Partidas
700,Guillermo Varela,uy URU,ZG,Flamengo,29,1993,5,3,233,26,0,0,0,0,0,0,0,0,00,00,00,0.0,6,14,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
701,Eduardo Vargas,cl CHI,AT,Atlético Mineiro,33,1989,12,4,470,52,1,0,1,1,0,0,3,0,03,03,11,1.4,6,11,25,0.19,0.00,0.19,0.19,0.19,0.05,0.21,0.26,0.05,0.26,Partidas
702,Pablo Vegetti,ar ARG,AT,Vasco da Gama,34,1988,21,20,1792,199,10,1,11,8,2,2,4,1,114,98,08,10.6,10,17,70,0.50,0.05,0.55,0.40,0.45,0.57,0.04,0.61,0.49,0.53,Partidas
703,Raphael Veiga,br BRA,LT,Palmeiras,27,1995,31,30,2453,273,9,7,16,8,1,2,5,0,72,57,71,12.8,80,186,121,0.33,0.26,0.59,0.29,0.55,0.26,0.26,0.53,0.21,0.47,Partidas
704,Fausto Vera,ar ARG,LT,Corinthians,22,2000,21,17,1381,153,1,2,3,1,0,0,6,0,07,07,14,2.1,15,70,16,0.07,0.13,0.20,0.07,0.20,0.05,0.09,0.14,0.05,0.14,Partidas
705,Patrick Verhon,br BRA,AT,Bahia,18,2004,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
706,Lucas Veríssimo,br BRA,ZG,Corinthians,27,1995,15,15,1304,145,1,2,3,1,0,0,4,1,07,07,06,1.3,4,32,3,0.07,0.14,0.21,0.07,0.21,0.05,0.04,0.09,0.05,0.09,Partidas
707,Bruno Viana,br BRA,ZG,Coritiba,27,1995,10,9,811,90,0,0,0,0,0,0,4,0,03,03,00,0.3,4,26,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
708,Marcos Victor,br BRA,ZG,Bahia,21,2001,1,0,5,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
709,Paulo Victor,br BRA,ZG,Vasco da Gama,21,2001,1,0,11,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
710,Arturo Vidal,cl CHI,LT,Ath Paranaense,35,1987,7,6,380,42,0,0,0,0,0,0,3,0,01,01,03,0.4,1,14,18,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Partidas
711,Arturo Vidal,cl CHI,"LT,ZG",Flamengo,35,1987,6,2,252,28,0,0,0,0,0,0,2,0,08,08,01,0.9,2,17,12,0.00,0.00,0.00,0.00,0.00,0.27,0.04,0.31,0.27,0.31,Partidas
712,Felipe Vieira,,ZG,Fluminense,,,7,1,203,23,0,0,0,0,0,0,0,0,02,02,01,0.2,3,8,3,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Partidas
713,Luan Vieira,br BRA,"AT,LT",Grêmio,29,1993,5,0,50,06,0,0,0,0,0,0,0,0,00,00,00,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
714,Gustavo Vilar,br BRA,ZG,Coritiba,22,2000,1,1,90,10,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
715,Pedro Vilhena,br BRA,AT,São Paulo,20,2002,1,0,20,02,0,0,0,0,0,0,0,0,00,00,00,0.0,4,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
716,Mathías Villasanti,py PAR,LT,Grêmio,26,1997,30,30,2645,294,4,6,10,4,0,0,8,1,16,16,35,5.1,32,150,32,0.14,0.20,0.34,0.14,0.34,0.05,0.12,0.17,0.05,0.17,Partidas
717,Marcos Vinicios Sorriso,br BRA,"AT,ZG",Bragantino,21,2001,23,8,938,104,2,0,2,2,0,0,2,0,31,31,12,4.3,40,34,128,0.19,0.00,0.19,0.19,0.19,0.29,0.12,0.41,0.29,0.41,Partidas
718,Vinicius,br BRA,LT,Santos,23,1999,3,0,31,03,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
719,Vinícius,br BRA,AT,Goiás,29,1993,23,13,1172,130,0,2,2,0,0,0,1,0,16,16,13,2.9,39,53,123,0.00,0.15,0.15,0.00,0.15,0.12,0.10,0.23,0.12,0.23,Partidas
720,Vinícius,br BRA,AT,Grêmio,31,1991,14,8,654,73,1,0,1,1,0,0,2,0,19,19,10,2.9,11,44,39,0.14,0.00,0.14,0.14,0.14,0.26,0.13,0.39,0.26,0.39,Partidas
721,Marcos Vinicius,br BRA,"ZG,LT",Coritiba,25,1997,5,1,173,19,0,0,0,0,0,0,1,0,00,00,03,0.3,3,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Partidas
722,Mateus Vital,br BRA,LT,Cruzeiro,24,1998,32,23,1883,209,0,2,2,0,0,0,0,0,19,19,22,4.1,55,126,126,0.00,0.10,0.10,0.00,0.10,0.09,0.10,0.19,0.09,0.19,Partidas
723,Vitão,br BRA,ZG,Internacional,22,2000,26,25,2041,227,0,0,0,0,0,0,5,1,07,07,05,1.2,13,60,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Partidas
724,Vitão,br BRA,ZG,Cuiabá,22,2000,1,0,12,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
725,Vitinho,br BRA,"AT,LT",Bragantino,23,1999,33,23,2049,228,2,2,4,2,0,0,8,0,38,38,30,6.7,76,62,244,0.09,0.09,0.18,0.09,0.18,0.17,0.13,0.30,0.17,0.30,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
726,José Vitor,br BRA,ZG,Vasco da Gama,20,2002,4,1,110,12,0,0,0,0,0,0,1,0,01,01,00,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Partidas
727,Paulo Vitor,br BRA,"LT,ZG",Cruzeiro,23,1999,8,0,125,14,0,0,0,0,0,0,0,0,00,00,01,0.1,2,7,19,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Partidas
728,Paulo Vitor,br BRA,LT,Atlético Mineiro,18,2004,1,0,17,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
729,Rayan Vitor,br BRA,"AT,LT",Vasco da Gama,16,2006,6,3,265,29,1,0,1,1,0,0,2,0,08,08,08,1.6,5,5,18,0.34,0.00,0.34,0.34,0.34,0.26,0.28,0.54,0.26,0.54,Partidas
730,Vladimir,br BRA,G,Santos,33,1989,3,2,209,23,0,0,0,0,0,0,0,1,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
731,Walter,br BRA,G,Cuiabá,35,1987,35,35,3150,350,0,0,0,0,0,0,3,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
732,Talles Wander,br BRA,"AT,LT",São Paulo,19,2003,2,0,19,02,0,0,0,0,0,0,0,0,00,00,00,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Partidas
733,Wanderson,br BRA,ZG,América (MG),31,1991,7,5,500,56,0,0,0,0,0,0,0,0,01,01,00,0.1,2,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidas
734,Wanderson,br BRA,"AT,LT",Internacional,28,1994,32,26,2336,260,7,3,10,7,0,0,3,0,41,41,26,6.7,97,71,169,0.27,0.12,0.39,0.27,0.39,0.16,0.10,0.26,0.16,0.26,Partidas
735,Deivid Washington,br BRA,AT,Santos,17,2005,9,5,427,47,2,0,2,2,0,0,2,0,17,17,01,1.8,11,5,13,0.42,0.00,0.42,0.42,0.42,0.36,0.03,0.39,0.36,0.39,Partidas
736,Welington,br BRA,ZG,São Paulo,21,2001,16,11,936,104,0,0,0,0,0,0,2,0,03,03,15,1.8,36,44,57,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17,Partidas
737,José Welison,br BRA,LT,Fortaleza,27,1995,26,20,1671,186,1,2,3,1,0,0,9,0,12,12,11,2.3,19,105,31,0.05,0.11,0.16,0.05,0.16,0.06,0.06,0.12,0.06,0.12,Partidas
738,João Wellington,br BRA,LT,Cruzeiro,19,2004,7,3,366,41,0,0,0,0,0,0,1,0,06,06,00,0.6,1,11,13,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Partidas
739,Wesley,br BRA,"AT,LT",Cruzeiro,23,1999,29,22,1775,197,4,1,5,4,0,0,6,0,47,47,15,6.3,65,63,186,0.20,0.05,0.25,0.20,0.25,0.24,0.08,0.32,0.24,0.32,Partidas
740,Wesley,br BRA,ZG,Flamengo,19,2003,35,27,2514,279,1,1,2,1,0,0,3,0,11,11,29,4.0,49,109,291,0.04,0.04,0.07,0.04,0.07,0.04,0.11,0.14,0.04,0.14,Partidas
741,Wesley,br BRA,ZG,Grêmio,19,2004,1,1,90,10,0,0,0,0,0,0,0,0,00,00,00,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
742,Wéverton,br BRA,G,Palmeiras,35,1987,35,35,3150,350,0,0,0,0,0,0,2,0,00,00,01,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
743,William,br BRA,ZG,Cruzeiro,27,1995,33,31,2647,294,0,2,2,0,0,0,6,0,12,12,48,6.1,70,159,157,0.00,0.07,0.07,0.00,0.07,0.04,0.16,0.21,0.04,0.21,Partidas
744,Willian,br BRA,"AT,LT",Ath Paranaense,36,1986,18,6,573,64,4,0,4,4,0,0,0,0,19,19,04,2.3,5,10,41,0.63,0.00,0.63,0.63,0.63,0.31,0.06,0.36,0.31,0.36,Partidas
745,Willian,br BRA,LT,Goiás,29,1993,31,28,2193,244,0,0,0,0,0,0,7,0,09,09,06,1.5,6,68,9,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidas
746,Xavier,br BRA,ZG,Goiás,22,2000,1,0,59,07,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidas
747,Samuel Xavier,br BRA,ZG,Fluminense,32,1990,25,25,2108,234,1,2,3,1,0,0,7,0,09,09,29,3.8,42,91,62,0.04,0.09,0.13,0.04,0.13,0.04,0.12,0.16,0.04,0.16,Partidas
748,Yago,br BRA,LT,Bahia,27,1995,25,16,1363,151,0,0,0,0,0,0,6,0,04,04,06,1.0,11,55,32,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidas
749,Vinícius Zanocelo,br BRA,"LT,AT",Fortaleza,22,2001,6,0,81,09,0,0,0,0,0,0,1,0,03,03,00,0.3,1,4,2,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Partidas
750,Bruno Zapelli,ar ARG,"LT,AT",Ath Paranaense,20,2002,21,13,1143,127,2,2,4,2,0,0,0,0,25,25,18,4.3,35,72,71,0.16,0.16,0.31,0.16,0.31,0.19,0.14,0.34,0.19,0.34,Partidas
