Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 36_level_0
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
203,Carlos Eduardo,br BRA,"LT,AT",Atlético Mineiro,18,2004,2,0,12,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Partidas
204,Carlos Eduardo,br BRA,LT,Botafogo (RJ),33,1989,34,32,2670,297,6,6,12,6,0,0,5,1,55,55,60,11.4,35,156,89,0.20,0.20,0.40,0.20,0.40,0.18,0.20,0.38,0.18,0.38,Partidas
205,Eguinaldo,br BRA,"AT,LT",Vasco da Gama,18,2004,4,0,67,07,0,0,0,0,0,0,2,0,01,01,00,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Partidas
206,Rafael Elias,br BRA,AT,Cruzeiro,23,1999,12,6,540,60,1,0,1,1,0,0,3,0,25,25,05,3.0,8,10,36,0.17,0.00,0.17,0.17,0.17,0.42,0.08,0.50,0.42,0.50,Partidas
207,Rodrigo Ely,br BRA,ZG,Grêmio,29,1993,9,8,665,74,0,0,0,0,0,0,4,0,00,00,01,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
208,Lucas Emmanuel,br BRA,AT,Goiás,22,2000,2,0,55,06,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
209,Leandro Emmanuel Martínez,ar ARG,LT,América (MG),28,1994,35,29,2541,282,1,5,6,1,0,0,4,0,33,33,45,7.7,70,155,104,0.04,0.18,0.21,0.04,0.21,0.12,0.16,0.27,0.12,0.27,Partidas
210,Alan Empereur,br BRA,ZG,Cuiabá,28,1994,33,33,2950,328,1,1,2,1,0,0,9,0,05,05,08,1.3,31,138,7,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,Partidas
211,Endrick,br BRA,AT,Palmeiras,16,2006,31,18,1558,173,11,0,11,11,0,1,4,0,81,73,18,9.1,58,45,100,0.64,0.00,0.64,0.64,0.64,0.47,0.11,0.57,0.42,0.53,Partidas
212,Erick,br BRA,LT,Ath Paranaense,25,1997,33,30,2499,278,4,4,8,4,0,0,7,0,54,54,30,8.4,27,124,37,0.14,0.14,0.29,0.14,0.29,0.19,0.11,0.30,0.19,0.30,Partidas
213,Erison,br BRA,"AT,LT",São Paulo,23,1999,13,3,391,43,1,1,2,0,1,1,3,0,18,10,04,1.4,11,2,28,0.23,0.23,0.46,0.00,0.23,0.41,0.10,0.51,0.23,0.33,Partidas
214,Gonzalo Escobar,ar ARG,ZG,Fortaleza,25,1997,13,6,579,64,0,1,1,0,0,0,4,0,03,03,02,0.5,11,25,53,0.00,0.16,0.16,0.00,0.16,0.04,0.04,0.08,0.04,0.08,Partidas
215,Lucas Esquivel,ar ARG,ZG,Ath Paranaense,21,2001,19,18,1651,183,0,1,1,0,0,0,3,0,02,02,14,1.6,28,69,47,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Partidas
216,Estevão,br BRA,LT,Internacional,20,2002,1,0,11,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Partidas
217,Estevão,br BRA,AT,Palmeiras,16,2006,1,0,13,01,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Partidas
218,Vitor Eudes,br BRA,G,Fluminense,24,1998,1,1,90,10,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
219,Lucas Evangelista,br BRA,LT,Bragantino,27,1995,33,32,2722,302,1,6,7,1,0,0,6,0,37,37,71,10.8,34,165,151,0.03,0.20,0.23,0.03,0.23,0.12,0.23,0.36,0.12,0.36,Partidas
220,Everaldo,br BRA,"AT,LT",América (MG),28,1994,21,15,1233,137,1,3,4,1,0,0,7,0,12,12,22,3.5,54,52,101,0.07,0.22,0.29,0.07,0.29,0.09,0.16,0.25,0.09,0.25,Partidas
221,Éverson,br BRA,G,Atlético Mineiro,32,1990,36,36,3240,360,0,0,0,0,0,0,6,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
222,Everton,br BRA,"AT,LT",Grêmio,25,1997,28,9,1212,135,6,2,8,6,0,0,2,0,35,35,11,4.7,21,50,64,0.45,0.15,0.59,0.45,0.59,0.26,0.08,0.35,0.26,0.35,Partidas
223,Bruno Fabiano Alves,br BRA,ZG,Grêmio,31,1991,29,27,2450,272,0,0,0,0,0,0,3,1,05,05,00,0.6,6,36,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
224,Fabinho,br BRA,LT,Palmeiras,20,2002,24,3,587,65,0,0,0,0,0,0,2,0,07,07,01,0.8,8,44,7,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.12,0.10,0.12,Partidas
225,Fábio,br BRA,G,Fluminense,42,1980,35,35,3150,350,0,0,0,0,0,0,3,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
226,Fábio,br BRA,"ZG,LT",Grêmio,32,1990,15,12,871,97,0,2,2,0,0,0,5,0,02,02,08,1.0,23,42,70,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.10,0.02,0.10,Partidas
227,Fagner,br BRA,ZG,Corinthians,33,1989,30,22,2095,233,0,1,1,0,0,0,10,0,03,03,23,2.6,45,138,83,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11,Partidas
228,Willian Farias,br BRA,LT,Coritiba,33,1989,16,11,959,107,0,0,0,0,0,0,5,1,02,02,00,0.3,6,41,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidas
229,Luiz Felipe,br BRA,ZG,Santos,29,1993,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
230,Marcos Felipe,br BRA,G,Bahia,26,1996,37,37,3330,370,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
231,Matheus Felipe,br BRA,ZG,Ath Paranaense,24,1998,9,7,532,59,0,0,0,0,0,0,1,0,00,00,01,0.2,4,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidas
232,Danilo Fernandes,br BRA,G,Bahia,34,1988,1,1,37,04,0,0,0,0,0,0,2,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
233,Lucas Fernandes,br BRA,LT,Botafogo (RJ),25,1997,13,5,473,53,0,0,0,0,0,0,1,0,11,11,05,1.6,14,35,27,0.00,0.00,0.00,0.00,0.00,0.21,0.10,0.31,0.21,0.31,Partidas
234,Matheus Fernandes,br BRA,LT,Bragantino,24,1998,33,31,2336,260,1,3,4,1,0,0,8,0,08,08,15,2.3,41,143,46,0.04,0.12,0.15,0.04,0.15,0.03,0.06,0.09,0.03,0.09,Partidas
235,Nathan Fernandes,br BRA,"AT,LT",Grêmio,17,2005,11,2,378,42,1,1,2,1,0,0,1,0,10,10,02,1.1,15,10,40,0.24,0.24,0.48,0.24,0.48,0.23,0.04,0.27,0.23,0.27,Partidas
236,Gatito Fernández,py PAR,G,Botafogo (RJ),34,1988,1,0,45,05,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
237,Leonardo Fernández,uy URU,"LT,AT",Fluminense,24,1998,18,8,658,73,1,0,1,1,0,1,2,0,15,07,10,1.7,25,45,69,0.14,0.00,0.14,0.14,0.14,0.20,0.14,0.35,0.10,0.24,Partidas
238,Rodrigo Fernández,uy URU,LT,Santos,27,1996,30,24,2014,224,1,0,1,1,0,0,12,1,10,10,01,1.1,18,74,8,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Partidas
239,Fernandinho,br BRA,LT,Ath Paranaense,37,1985,25,23,1935,215,1,3,4,0,1,1,11,1,12,04,20,2.4,35,192,52,0.05,0.14,0.19,0.00,0.14,0.06,0.09,0.15,0.02,0.11,Partidas
240,Fernando,br BRA,ZG,Ath Paranaense,23,1999,6,6,477,53,0,2,2,0,0,0,1,0,01,01,09,0.9,17,15,31,0.00,0.38,0.38,0.00,0.38,0.01,0.16,0.17,0.01,0.17,Partidas
241,Nahuel Ferraresi,ve VEN,AT,São Paulo,24,1998,1,0,2,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
242,Ferreira,br BRA,"AT,LT",Grêmio,25,1997,25,6,1145,127,4,3,7,4,0,0,2,0,30,30,23,5.2,53,61,128,0.31,0.24,0.55,0.31,0.55,0.23,0.18,0.41,0.23,0.41,Partidas
243,Sebastián Ferreira,py PAR,"AT,LT",Vasco da Gama,24,1998,13,3,440,49,0,1,1,0,0,0,2,0,17,17,03,2.0,3,13,20,0.00,0.20,0.20,0.00,0.20,0.35,0.06,0.40,0.35,0.40,Partidas
244,Figueiredo,br BRA,"AT,LT",Vasco da Gama,21,2001,16,7,656,73,0,0,0,0,0,0,2,0,18,18,09,2.7,15,21,65,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.37,0.24,0.37,Partidas
245,Tobias Figueiredo,pt POR,ZG,Fortaleza,28,1994,4,4,343,38,0,0,0,0,0,0,0,0,00,00,00,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
246,Matheus França,br BRA,"LT,AT",Flamengo,18,2004,9,5,369,41,1,0,1,1,0,0,0,0,13,13,05,1.9,16,11,43,0.24,0.00,0.24,0.24,0.24,0.32,0.13,0.45,0.32,0.45,Partidas
247,Alan Franco,ec ECU,"LT,AT",Atlético Mineiro,24,1998,18,9,840,93,0,0,0,0,0,0,2,0,02,02,03,0.5,4,27,8,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Partidas
248,Alan Franco,ar ARG,ZG,São Paulo,26,1996,13,12,1129,125,1,1,2,1,0,0,3,0,09,09,01,1.0,7,48,1,0.08,0.08,0.16,0.08,0.16,0.07,0.01,0.08,0.07,0.08,Partidas
249,Fransérgio,br BRA,LT,Coritiba,32,1990,15,4,534,59,0,0,0,0,0,0,1,0,06,06,01,0.7,12,21,9,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Partidas
250,Marlon Freitas,br BRA,LT,Botafogo (RJ),27,1995,36,33,2909,323,1,2,3,1,0,0,3,0,21,21,22,4.3,34,204,21,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
251,Bruno Fuchs,br BRA,ZG,Atlético Mineiro,23,1999,15,13,1088,121,0,0,0,0,0,0,2,0,00,00,02,0.2,5,34,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
252,Julio Furch,ar ARG,"AT,LT",Santos,33,1989,22,5,608,68,3,0,3,3,0,0,2,0,28,28,06,3.4,5,15,49,0.44,0.00,0.44,0.44,0.44,0.42,0.09,0.50,0.42,0.50,Partidas
253,Gabriel,br BRA,ZG,Bahia,21,2001,13,10,977,109,0,0,0,0,0,0,2,0,03,03,02,0.5,9,32,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidas
254,Gabriel,br BRA,LT,Internacional,30,1992,15,9,765,85,0,0,0,0,0,0,2,0,00,00,03,0.4,7,37,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidas
255,Gabriel,br BRA,G,Coritiba,30,1992,31,31,2765,307,0,1,1,0,0,0,3,0,00,00,02,0.2,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Partidas
256,Gabriel,br BRA,LT,Botafogo (RJ),29,1993,16,10,866,96,0,1,1,0,0,0,2,0,07,07,15,2.2,11,56,29,0.00,0.10,0.10,0.00,0.10,0.07,0.15,0.22,0.07,0.22,Partidas
257,Eduardo Gabriel,br BRA,ZG,Santos,26,1996,3,3,269,30,1,0,1,1,0,0,0,1,04,04,00,0.4,1,6,1,0.33,0.00,0.33,0.33,0.33,0.13,0.00,0.13,0.13,0.13,Partidas
258,Thalisson Gabriel,br BRA,ZG,Coritiba,21,2002,11,11,945,105,0,0,0,0,0,0,2,0,02,02,01,0.4,4,23,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidas
259,Zé Gabriel,br BRA,LT,Vasco da Gama,24,1999,27,24,1938,215,1,0,1,1,0,0,5,0,05,05,02,0.7,24,89,12,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Partidas
260,Ighor Gabryel,br BRA,AT,América (MG),20,2003,2,0,26,03,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
261,Matías Galarza,py PAR,LT,Vasco da Gama,20,2002,10,4,401,45,1,0,1,1,0,0,1,0,06,06,01,0.7,4,10,19,0.22,0.00,0.22,0.22,0.22,0.14,0.01,0.16,0.14,0.16,Partidas
262,Thiago Galhardo,br BRA,"AT,LT",Fortaleza,33,1989,33,20,1876,208,5,4,9,3,2,2,6,0,72,56,28,8.4,26,70,91,0.24,0.19,0.43,0.14,0.34,0.35,0.13,0.48,0.27,0.40,Partidas
263,JP Galvão,br BRA,ZG,Botafogo (RJ),21,2001,4,2,201,22,0,0,0,0,0,0,0,0,00,00,00,0.0,2,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
264,Ganso,br BRA,LT,Fluminense,33,1989,27,20,1734,193,3,7,10,3,0,0,5,0,23,23,35,5.8,17,143,75,0.16,0.36,0.52,0.16,0.52,0.12,0.18,0.30,0.12,0.30,Partidas
265,Maurício Garcez,br BRA,"LT,AT",Coritiba,25,1997,14,4,596,66,1,0,1,1,0,0,0,0,12,12,03,1.6,11,11,34,0.15,0.00,0.15,0.15,0.15,0.19,0.05,0.24,0.19,0.24,Partidas
266,García,br BRA,ZG,Palmeiras,21,2002,5,3,293,33,0,0,0,0,0,0,3,1,00,00,01,0.1,5,7,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidas
267,Bryan García,ec ECU,LT,Ath Paranaense,22,2001,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
268,Luan Garcia,br BRA,ZG,Palmeiras,29,1993,23,21,1819,202,1,1,2,1,0,0,5,0,19,19,06,2.5,12,80,0,0.05,0.05,0.10,0.05,0.10,0.10,0.03,0.12,0.10,0.12,Partidas
269,Rafael Gava,br BRA,LT,Cuiabá,29,1993,1,0,18,02,0,0,0,0,0,0,0,0,00,00,01,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.36,Partidas
270,Pedro Geromel,br BRA,ZG,Grêmio,37,1985,7,6,468,52,0,0,0,0,0,0,2,0,00,00,00,0.0,0,7,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidas
271,Gerson,br BRA,LT,Flamengo,25,1997,32,31,2687,299,5,8,13,5,0,0,4,1,29,29,54,8.3,82,178,198,0.17,0.27,0.44,0.17,0.44,0.10,0.18,0.28,0.10,0.28,Partidas
272,Gil,br BRA,ZG,Corinthians,35,1987,32,32,2880,320,2,2,4,2,0,0,10,0,22,22,14,3.6,4,44,5,0.06,0.06,0.12,0.06,0.12,0.07,0.04,0.11,0.07,0.11,Partidas
273,Gilberto,br BRA,AT,Cruzeiro,33,1989,20,14,1093,121,3,1,4,3,0,0,4,0,37,37,09,4.6,10,12,55,0.25,0.08,0.33,0.25,0.33,0.30,0.07,0.38,0.30,0.38,Partidas
274,Gilberto,br BRA,ZG,Bahia,29,1993,21,21,1852,206,1,2,3,1,0,0,4,0,06,06,13,2.0,56,120,90,0.05,0.10,0.15,0.05,0.15,0.03,0.06,0.10,0.03,0.10,Partidas
275,Giovane,br BRA,AT,Corinthians,19,2003,5,1,133,15,1,0,1,1,0,0,0,0,09,09,00,0.9,1,1,7,0.68,0.00,0.68,0.68,0.68,0.58,0.00,0.58,0.58,0.58,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
276,Giovani,br BRA,AT,Palmeiras,19,2004,2,0,15,02,0,0,0,0,0,0,0,0,01,01,00,0.1,6,2,5,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.48,0.48,Partidas
277,Giovanni,br BRA,"LT,ZG",Fluminense,21,2002,5,1,96,11,0,0,0,0,0,0,1,0,01,01,03,0.4,3,2,7,0.00,0.00,0.00,0.00,0.00,0.09,0.33,0.41,0.09,0.41,Partidas
278,Bruno Gomes,br BRA,LT,Coritiba,21,2001,29,26,2194,244,3,1,4,3,0,0,4,1,23,23,21,4.4,53,115,61,0.12,0.04,0.16,0.12,0.16,0.09,0.09,0.18,0.09,0.18,Partidas
279,Igor Gomes,br BRA,"LT,AT",Atlético Mineiro,23,1999,29,17,1374,153,2,2,4,2,0,0,1,0,18,18,32,5.0,32,67,83,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.33,0.12,0.33,Partidas
280,Igor Gomes,br BRA,ZG,Internacional,21,2001,24,14,1465,163,0,0,0,0,0,0,4,0,06,06,03,1.0,35,53,39,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidas
281,Marlon Gomes,br BRA,LT,Vasco da Gama,19,2003,23,14,1144,127,0,1,1,0,0,0,4,0,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Partidas
282,William Gomes,br BRA,AT,São Paulo,16,2006,3,0,76,08,0,0,0,0,0,0,0,0,01,01,01,0.1,3,2,7,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Partidas
283,Gustavo Gómez,py PAR,ZG,Palmeiras,29,1993,32,32,2760,307,2,3,5,2,0,0,10,2,22,22,28,4.9,13,86,19,0.07,0.10,0.16,0.07,0.16,0.07,0.09,0.16,0.07,0.16,Partidas
284,Sebastián Gómez,co COL,LT,Coritiba,26,1996,20,18,1427,159,2,1,3,2,0,0,3,0,08,08,05,1.4,17,42,33,0.13,0.06,0.19,0.13,0.19,0.05,0.03,0.09,0.05,0.09,Partidas
285,Aloísio dos Santos Gonçalves,cn CHN,"AT,LT",América (MG),34,1988,12,10,717,80,3,1,4,1,2,2,3,0,41,27,07,3.4,6,9,49,0.38,0.13,0.50,0.13,0.25,0.52,0.09,0.61,0.34,0.43,Partidas
286,Diego Gonçalves,br BRA,"AT,LT",Goiás,28,1994,10,4,356,40,0,0,0,0,0,0,1,0,05,05,04,0.9,6,11,26,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23,Partidas
287,Mateus Gonçalves Martins,br BRA,"LT,AT",América (MG),28,1994,3,0,65,07,0,0,0,0,0,0,1,0,00,00,00,0.0,6,0,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
288,Matheus Gonçalves,br BRA,"AT,LT",Flamengo,17,2005,2,0,16,02,0,0,0,0,0,0,0,0,01,01,01,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.29,0.36,0.65,0.29,0.65,Partidas
289,Matheus Gonçalves,br BRA,"AT,LT",Bragantino,17,2005,12,4,462,51,0,1,1,0,0,0,3,0,09,09,09,1.8,33,22,36,0.00,0.19,0.19,0.00,0.19,0.18,0.17,0.36,0.18,0.36,Partidas
290,Yony González,co COL,"AT,LT",Fluminense,28,1994,18,6,575,64,1,1,2,1,0,0,1,0,21,21,07,2.8,3,4,47,0.16,0.16,0.31,0.16,0.31,0.32,0.11,0.43,0.32,0.43,Partidas
291,Roger Guedes,br BRA,"AT,LT",Corinthians,26,1996,15,15,1349,150,7,1,8,5,2,2,3,0,66,51,08,5.8,38,50,100,0.47,0.07,0.53,0.33,0.40,0.44,0.05,0.49,0.34,0.39,Partidas
292,Guga,br BRA,ZG,Fluminense,24,1998,22,16,1508,168,1,3,4,1,0,0,4,0,08,08,21,2.9,31,73,93,0.06,0.18,0.24,0.06,0.24,0.05,0.13,0.17,0.05,0.17,Partidas
293,Guilherme,br BRA,LT,Goiás,31,1991,30,25,1851,206,6,6,12,2,4,4,7,1,56,24,32,5.6,21,103,87,0.29,0.29,0.58,0.10,0.39,0.27,0.15,0.42,0.12,0.27,Partidas
294,Guilherme,br BRA,"AT,LT",Fortaleza,27,1995,30,16,1414,157,3,3,6,3,0,0,3,0,44,44,29,7.2,60,29,104,0.19,0.19,0.38,0.19,0.38,0.28,0.18,0.46,0.28,0.46,Partidas
295,Guilherme,br BRA,"ZG,LT",Bragantino,20,2002,9,1,263,29,0,0,0,0,0,0,0,0,01,01,00,0.1,4,11,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidas
296,Luis Guilherme,br BRA,"AT,LT",Palmeiras,16,2006,19,4,576,64,0,0,0,0,0,0,0,0,07,07,12,1.9,35,28,54,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Partidas
297,Gustavinho,br BRA,"AT,LT",Grêmio,21,2001,2,0,33,04,0,0,0,0,0,0,0,0,04,04,01,0.5,0,2,2,0.00,0.00,0.00,0.00,0.00,1.06,0.27,1.33,1.06,1.33,Partidas
298,Gustavinho,br BRA,"LT,AT",Bragantino,18,2004,19,4,666,74,1,0,1,1,0,0,2,0,06,06,04,0.9,15,37,26,0.14,0.00,0.14,0.14,0.14,0.08,0.05,0.13,0.08,0.13,Partidas
299,Raphael Guzzo,pt POR,LT,Goiás,28,1995,14,5,577,64,1,0,1,1,0,0,4,1,10,10,06,1.6,13,47,15,0.16,0.00,0.16,0.16,0.16,0.16,0.09,0.25,0.16,0.25,Partidas
300,Lucas Halter,br BRA,ZG,Goiás,22,2000,30,30,2582,287,3,0,3,3,0,0,8,2,09,09,02,1.1,20,107,1,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
301,Hayner,br BRA,"ZG,LT",Coritiba,27,1995,8,3,304,34,0,0,0,0,0,0,3,0,00,00,03,0.3,14,14,15,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Partidas
302,Thiago Heleno,br BRA,ZG,Ath Paranaense,34,1988,32,31,2779,309,0,0,0,0,0,0,9,0,08,08,04,1.2,2,87,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
303,Helinho,br BRA,AT,Bragantino,22,2000,24,20,1384,154,3,2,5,3,0,0,8,0,32,32,39,7.1,54,73,168,0.20,0.13,0.33,0.20,0.33,0.21,0.25,0.46,0.21,0.46,Partidas
304,Henrique,br BRA,ZG,Coritiba,36,1986,24,23,2024,225,0,0,0,0,0,0,7,0,05,05,00,0.5,3,31,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
305,Bruno Henrique,br BRA,"AT,LT",Flamengo,32,1990,29,14,1543,171,2,1,3,2,0,0,7,1,38,38,19,5.7,64,39,198,0.12,0.06,0.17,0.12,0.17,0.22,0.11,0.33,0.22,0.33,Partidas
306,Bruno Henrique,br BRA,LT,Internacional,33,1989,20,10,1050,117,2,0,2,2,0,0,3,0,12,12,18,3.1,18,78,28,0.17,0.00,0.17,0.17,0.17,0.10,0.16,0.26,0.10,0.26,Partidas
307,Dalbert Henrique,br BRA,ZG,Internacional,29,1993,9,7,497,55,0,0,0,0,0,0,0,0,00,00,02,0.2,5,21,21,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Partidas
308,Fernando Henrique,br BRA,LT,Cruzeiro,21,2001,7,0,131,15,0,0,0,0,0,0,0,1,10,10,00,1.0,0,4,4,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.66,0.66,Partidas
309,Luis Henrique,br BRA,"AT,LT",Botafogo (RJ),21,2001,34,13,1381,153,4,2,6,4,0,0,0,0,33,33,16,4.9,59,63,146,0.26,0.13,0.39,0.26,0.39,0.22,0.10,0.32,0.22,0.32,Partidas
310,Mateus Henrique,br BRA,ZG,América (MG),20,2002,12,7,536,60,0,1,1,0,0,0,1,1,02,02,06,0.8,7,18,23,0.00,0.17,0.17,0.00,0.17,0.03,0.09,0.13,0.03,0.13,Partidas
311,Paulo Henrique,br BRA,ZG,Vasco da Gama,26,1996,14,10,852,95,1,1,2,1,0,0,3,0,03,03,09,1.2,22,30,39,0.11,0.11,0.21,0.11,0.21,0.03,0.10,0.13,0.03,0.13,Partidas
312,Pedro Henrique,br BRA,ZG,Ath Paranaense,27,1995,11,10,855,95,1,0,1,1,0,0,3,0,06,06,01,0.7,8,35,2,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Partidas
